loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState(N),batteryLevel(R)
2023-11-06T09:24:42.669+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389537.575760375,0.1703643798828125,1.06646728515625,-0.4535064697265625,389537.570782375,-2.262088560774896,-1.102634104116991,-0.8229236561005683,0.6400473713874817,-0.2619229555130005,2.347288846969604,0.8615573048591614,0.05389577150344849,-0.1340335607528687,XArbitraryZVertical,-0.5794511649228463,0.1038949152183079,-0.6172709263649974,0.5219375658762816,-0.6069033741950989,0.733137309551239,-0.306884378194809,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:42.689+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389537.595675375,-0.116485595703125,2.3519287109375,-0.7415618896484375,389537.590696375,-2.173139068784853,-1.04716587373527,-0.8558294031410937,3.175170660018921,-1.086811184883118,3.333091497421265,0.6136478185653687,0.7824522256851196,-0.2009791135787964,XArbitraryZVertical,-0.5699069379536115,0.1062965563026608,-0.6007720880645021,0.5504362872927339,-0.5677493810653687,0.7551149129867554,-0.3278142511844635,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:42.708+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389537.615590375,-0.4930572509765625,3.919662475585938,-1.402053833007812,389537.610611375,-1.996939091945905,-0.9574411330160849,-0.8606828679838969,6.164703369140625,-3.443923711776733,3.245182514190674,0.2394943833351135,2.539212703704834,-0.6557819843292236,XArbitraryZVertical,-0.5524719374409751,0.08454324313211188,-0.5740331789019195,0.5984255640820799,-0.533088743686676,0.7582879066467285,-0.3752543926239014,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:42.728+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389537.635504375,-1.358062744140625,4.33892822265625,-1.759201049804688,389537.630525375,-1.77230556064075,-0.8712706212279921,-0.8360138151151463,7.072564125061035,-4.587449073791504,3.841392993927002,-0.3341779708862305,3.516400575637817,-1.272414088249207,XArbitraryZVertical,-0.5314826430950088,0.04120315059839436,-0.5334964911650394,0.6566659487950144,-0.5129748582839966,0.7419765591621399,-0.4316569864749908,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:42.748+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389537.655419375,-3.29986572265625,3.3707275390625,-1.169601440429688,389537.650440375,-1.54916650138263,-0.7619217715370813,-0.7972135169129339,6.965750217437744,-0.6170706152915955,3.536604881286621,-1.629172205924988,3.328655242919922,-1.09727931022644,XArbitraryZVertical,-0.4971821354950458,0.007100425997546592,-0.4952313633304826,0.7123940998007344,-0.4823237657546997,0.7154119610786438,-0.5055190324783325,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:42.768+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389537.675333375,-2.934432983398438,3.085174560546875,-0.3022003173828125,389537.670355375,-1.352830846575713,-0.6218548390250319,-0.720210949739684,7.825098514556885,1.204402923583984,3.123212814331055,-3.468279838562012,2.376497983932495,-0.1796342134475708,XArbitraryZVertical,-0.4408479295586043,-0.01326835136979022,-0.4736892712559749,0.7622961988016008,-0.4378786981105804,0.6595432758331299,-0.6109541058540344,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:42.788+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389537.695248375,-1.28033447265625,1.657638549804688,0.5829315185546875,389537.690269375,-1.183699172539251,-0.4868292555853418,-0.6404477545738499,5.456116199493408,1.267452478408813,3.74524974822998,-1.351843237876892,1.997935056686401,0.9937219023704529,XArbitraryZVertical,-0.3811649592057097,-0.01941784451641175,-0.4509627269128226,0.8068264892974785,-0.3751160502433777,0.5975545048713684,-0.7086724638938904,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:42.808+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389537.715162375,-0.98980712890625,0.4899139404296875,0.5881805419921875,389537.710184375,-1.06049324981842,-0.3983778142846846,-0.6035861702317878,2.271894693374634,0.4681978225708008,3.688578128814697,-0.7763845324516296,0.3443428874015808,1.371855497360229,XArbitraryZVertical,-0.3468987477701957,-0.01563579267759046,-0.422602551447758,0.8371521744244316,-0.3193796575069427,0.5675986409187317,-0.7588335871696472,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:42.828+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389537.735077375,-0.86151123046875,0.0764617919921875,0.5390625,389537.730098375,-0.9737767708052831,-0.3451705822439315,-0.6117331100935868,-0.384714275598526,-0.04375679790973663,3.224169492721558,-0.6549636125564575,-0.3246533870697021,1.334180116653442,XArbitraryZVertical,-0.3387932002225001,-0.005934953167807792,-0.3938320597506487,0.8544473274122305,-0.276997447013855,0.5742871165275574,-0.7703678607940674,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:42.848+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389537.754991375,-0.6200408935546875,-0.2263031005859375,0.4346160888671875,389537.750013375,-0.9160190697460442,-0.3175335635105276,-0.6581802840711126,-2.426983118057251,-0.6288799047470093,2.757396936416626,-0.5152043104171753,-0.6964866518974304,1.251451134681702,XArbitraryZVertical,-0.3523823930528877,0.006906038329684615,-0.3673439567465037,0.8607190728887997,-0.2470027655363083,0.6116783022880554,-0.7515578866004944,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:42.868+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389537.774906375,-0.2703094482421875,-0.33465576171875,0.3330078125,389537.769927375,-0.8776145494148344,-0.3127719474061846,-0.7332080090933366,-3.676527738571167,-1.367486357688904,2.340673446655273,-0.2096953243017197,-0.9773469567298889,1.105282783508301,XArbitraryZVertical,-0.3823022574229873,0.01880697718420726,-0.3412491822042882,0.8585104871432283,-0.2286286950111389,0.6692567467689514,-0.7069825530052185,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:42.888+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389537.794821375,-0.13055419921875,-0.3226318359375,0.16754150390625,389537.789842375,-0.8590012029382657,-0.3339333744581874,-0.8184064026792972,-3.80335521697998,-2.019094228744507,1.576743602752686,0.06377021968364716,-1.056000709533691,0.8890895843505859,XArbitraryZVertical,-0.4202015484387635,0.02475668829222035,-0.3166054488351903,0.8500462620199715,-0.2239875346422195,0.7300577163696289,-0.6456355452537537,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:42.908+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389537.814735375,-0.240814208984375,-0.316925048828125,-0.00079345703125,389537.809757375,-0.8621459051043034,-0.3800017903929825,-0.8892604464792828,-2.852597951889038,-2.252855539321899,0.7155854105949402,0.06891149282455444,-1.096994876861572,0.6808099150657654,XArbitraryZVertical,-0.4549845479839957,0.02159178419720586,-0.2966284338806655,0.8393654029632053,-0.2336759120225906,0.776606023311615,-0.5850456953048706,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:42.927+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389537.834650375,-0.404815673828125,-0.50848388671875,0.01483154296875,389537.829671375,-0.881159946711777,-0.4375187706354192,-0.9323818134353363,-1.550880432128906,-1.925938725471497,-0.01831930875778198,-0.07984793186187744,-1.160631418228149,0.4970200657844543,XArbitraryZVertical,-0.47954786000828,0.01177436103386859,-0.2836439066611444,0.8303260316943379,-0.2524885535240173,0.8030415773391724,-0.5397904515266418,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:42.948+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389537.854564375,-0.4464569091796875,-0.7723388671875,0.2651519775390625,389537.849586375,-0.9000091336292472,-0.4852937832726593,-0.9494182402993374,-0.4571411609649658,-1.302788257598877,-0.1441690027713776,-0.17068812251091,-1.502987861633301,0.6436014175415039,XArbitraryZVertical,-0.492473383358391,0.0005621023666935972,-0.2766495566607586,0.8251876995837063,-0.2715574204921722,0.8130769729614258,-0.5149393081665039,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:42.967+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389537.874479375,-0.4365997314453125,-0.5795440673828125,0.3408203125,389537.869500375,-0.9047961640645173,-0.5070187294263556,-0.9463503503656397,0.5811622738838196,-0.4602480232715607,-0.35228031873703,-0.1516727805137634,-1.525352716445923,0.8433876037597656,XArbitraryZVertical,-0.4943564723967515,-0.007950919445630419,-0.273862202361137,0.8249533594408025,-0.2838893830776215,0.8112871646881104,-0.5110968947410583,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:42.987+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389537.894393375,-0.5304412841796875,-0.4782867431640625,0.2816162109375,389537.889415375,-0.9090591497312382,-0.5117809043766256,-0.923963614520745,1.132859468460083,0.2936632931232452,-1.015253305435181,-0.1775141954421997,-1.287010312080383,0.853707492351532,XArbitraryZVertical,-0.4869028196057255,-0.01425128929794232,-0.2788571408728661,0.8276238264631511,-0.2951420843601227,0.7979965806007385,-0.5254451036453247,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:43.007+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389537.914308375,-0.7179718017578125,-0.559478759765625,0.1700592041015625,389537.909329375,-0.9340161097391022,-0.5203865421570854,-0.8910414058483921,0.8875308036804199,0.747915506362915,-2.025758743286133,-0.2992349863052368,-1.290559530258179,0.7800880074501038,XArbitraryZVertical,-0.4763519094097242,-0.01981470095019096,-0.2936022550325816,0.8285492989188207,-0.3125509023666382,0.7777268290519714,-0.5453924536705017,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:43.027+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389537.9342233751,-0.95623779296875,-0.514129638671875,0.03814697265625,389537.929244375,-0.9971458056382971,-0.5523259701345198,-0.8527751821234978,0.2318049371242523,0.8368054628372192,-3.467164993286133,-0.4865793287754059,-1.333507776260376,0.6437500715255737,XArbitraryZVertical,-0.4681815209316575,-0.02776092714866578,-0.3198210356619964,0.8232556237852202,-0.3451772630214691,0.7531090974807739,-0.560070812702179,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:43.047+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389537.954137375,-1.319259643554688,-0.1986236572265625,0.2331085205078125,389537.949159375,-1.105051375864695,-0.6221875575973336,-0.8132308771689318,-0.9594799876213074,-0.1317005008459091,-4.802700996398926,-0.7050462961196899,-1.059778213500977,0.6845911741256714,XArbitraryZVertical,-0.468047549709435,-0.04169708155856855,-0.3558578925655445,0.8078106023535494,-0.4004835188388824,0.7265110611915588,-0.5583856701850891,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:43.069+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389537.974052375,-2.099319458007812,0.3249969482421875,-0.47076416015625,389537.969073375,-1.262796213571954,-0.750232253377233,-0.7859546017091256,-4.571999549865723,-1.668664813041687,-4.877676486968994,-1.131819486618042,-0.807292640209198,0.622603714466095,XArbitraryZVertical,-0.4873963936826003,-0.06287777834641127,-0.394110998779079,0.7766386773314028,-0.4818431735038757,0.707500159740448,-0.5169822573661804,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:43.087+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389537.993966375,-5.258255004882812,3.053985595703125,-0.764404296875,389537.988988375,-1.497905064489334,-0.9571649997370009,-0.8165461960039736,-8.439708709716797,-1.82298755645752,-4.199772834777832,-2.567011594772339,0.8426716327667236,-0.6667482852935791,XArbitraryZVertical,-0.5458965584894081,-0.06961263626329382,-0.4207887563902395,0.7211711012750287,-0.5598195195198059,0.7287852168083191,-0.3943020701408386,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:43.107+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389538.013881375,-3.7025146484375,4.907318115234375,-0.18524169921875,389538.008902375,-1.728854895162041,-1.1469584251729,-0.8252603194493732,-4.970943927764893,-0.2556158006191254,-1.629412889480591,-5.329198360443115,3.364076137542725,-0.1497097909450531,XArbitraryZVertical,-0.5967458751422765,-0.06634334098519473,-0.4441645620237754,0.6649891972240468,-0.6183419227600098,0.7347244024276733,-0.278985857963562,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:43.127+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389538.033795375,-2.161697387695312,4.5462646484375,-0.5978240966796875,389538.028817375,-1.817416144321367,-1.207997301836862,-0.8401414576286135,-1.645043611526489,0.7889423370361328,-0.2514558136463165,-1.947829484939575,4.24256706237793,0.137444406747818,XArbitraryZVertical,-0.6153525071448073,-0.05404815197284909,-0.4503348281193885,0.6446849988212051,-0.6239174008369446,0.7447375059127808,-0.2368401736021042,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:43.147+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389538.053710375,-0.93402099609375,2.380477905273438,-0.8523406982421875,389538.048731375,-1.849749056400446,-1.196624847965522,-0.8357632816789952,-0.4514573812484741,2.945748567581177,-0.8714718222618103,-0.8801208734512329,2.668668031692505,-0.5665358901023865,XArbitraryZVertical,-0.6129222030176552,-0.04209021807098166,-0.4654594732932403,0.6371046529152715,-0.6242126226425171,0.7418085932731628,-0.2451095730066299,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:43.167+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389538.0736253751,-0.0561370849609375,1.303787231445312,-0.7991485595703125,389538.068646375,-1.869389855333669,-1.138019219213587,-0.8177396820647849,-0.1712327152490616,3.978156328201294,-1.336416363716125,0.1425506472587585,1.043347239494324,-0.5454486608505249,XArbitraryZVertical,-0.5966615931924814,-0.02427346924872661,-0.4945547502798851,0.6315230057776374,-0.6208221316337585,0.7296019196510315,-0.2868114709854126,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:43.186+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389538.093539375,1.137008666992188,0.8521270751953125,-0.6088409423828125,389538.088561375,-1.891685455157993,-1.087442823955597,-0.7937603759106754,0.04825640097260475,2.804364442825317,-1.25884222984314,1.098337411880493,0.2764763832092285,-0.3732580244541168,XArbitraryZVertical,-0.5804717079064126,-0.01086473381817749,-0.5230971281672044,0.6239421999878001,-0.6208441257476807,0.7129949927330017,-0.3258691132068634,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:43.206+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389538.113454375,2.038299560546875,0.6535491943359375,-0.3211212158203125,389538.108475375,-1.891007840990818,-1.042316703581617,-0.7714314036169003,1.052096605300903,1.445688247680664,-0.9187672734260559,2.363004684448242,0.0685696005821228,-0.1147440075874329,XArbitraryZVertical,-0.5650031974191413,-0.005475610396862889,-0.541850402473831,0.6222053889699544,-0.6191083192825317,0.6971621513366699,-0.3614827990531921,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:43.226+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389538.133368375,1.176544189453125,-0.012298583984375,-0.0791168212890625,389538.128390375,-1.882750733330811,-1.017433451581302,-0.7396098756097368,0.6391740441322327,0.9325082898139954,-1.526692748069763,2.388769149780273,-0.3161202073097229,0.2104916572570801,XArbitraryZVertical,-0.5529298996259632,-0.01216230379469093,-0.5546476209888711,0.6216803901569979,-0.6284846663475037,0.6739997863769531,-0.3882412016391754,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:43.246+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389538.153283375,0.7421417236328125,-0.3960723876953125,-0.0185394287109375,389538.148304375,-1.917599448988179,-1.012846263207014,-0.7172646165950138,-1.727062106132507,1.806430697441101,-1.633925676345825,1.445407629013062,-0.897071897983551,0.379723846912384,XArbitraryZVertical,-0.5480948574819015,-0.009704473731350546,-0.5724201523841648,0.6097811303075659,-0.6393163204193115,0.6573257446289062,-0.3989956974983215,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:43.266+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389538.173197375,1.05517578125,-0.374847412109375,-0.1689300537109375,389538.168219375,-1.996580853813875,-1.026659474962948,-0.7194619611509915,-3.209668159484863,1.848350405693054,-1.290971398353577,1.517567873001099,-1.118635892868042,0.3077132105827332,XArbitraryZVertical,-0.5524802147966502,0.008745572346900803,-0.5916925346970431,0.5870171263605045,-0.6435292363166809,0.6589800715446472,-0.3893782496452332,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:43.286+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389538.193112375,1.081344604492188,-0.0258026123046875,-0.3226470947265625,389538.188133375,-2.083944172646104,-1.052155822646929,-0.7321800782298737,-2.865918397903442,1.435112595558167,-0.930147111415863,1.786540269851685,-0.8620045781135559,0.1148008704185486,XArbitraryZVertical,-0.5610038877123311,0.03072413249266262,-0.6064887800141345,0.5625851424927075,-0.6459152698516846,0.6684926152229309,-0.3686613440513611,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:43.306+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389538.2130273751,0.7877044677734375,0.1398468017578125,-0.4112701416015625,389538.208048375,-2.147606469548978,-1.069182854855593,-0.7423936990317651,-1.739278793334961,1.147612571716309,-0.4544463455677032,1.585927724838257,-0.5951974391937256,-0.01512178778648376,XArbitraryZVertical,-0.566164937409112,0.04798865073260692,-0.6167491618243404,0.5447703386925518,-0.6460779309272766,0.6760536432266235,-0.354308694601059,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:43.326+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389538.232941375,0.5450439453125,0.2245025634765625,-0.44970703125,389538.227962375,-2.180183103402887,-1.071947250612535,-0.7514827334826065,-0.8719722628593445,0.7750528454780579,0.110170766711235,1.299103021621704,-0.5003347396850586,-0.09190014004707336,XArbitraryZVertical,-0.5671037102152962,0.06008186108790218,-0.6224952136652457,0.5359880010115982,-0.6416323781013489,0.6827229261398315,-0.3495671153068542,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
2023-11-06T09:24:43.346+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389538.252856375,0.3742828369140625,0.36419677734375,-0.4758148193359375,389538.247877375,-2.188610643709618,-1.066833784308499,-0.76459710931858,-0.3085649311542511,0.3297185003757477,0.7832271456718445,1.082655429840088,-0.4169167876243591,-0.1064816415309906,XArbitraryZVertical,-0.5665559952209603,0.06906146005979985,-0.6229182626103432,0.5349930278922433,-0.6319413781166077,0.6922463178634644,-0.3484896421432495,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,9,0.5993428,0,0,7.403943,0,0,2023-11-06T09:23:25.206+02:00,720948281.7697229,0,-3.309998,101.7317,1,0.7
